plan_name,plan_code,data_allowance_raw,data_allowance_normalized,qos_raw,qos_speed,voice_allowance,sms_allowance,base_price_text,base_price,benefit_price_text,benefit_price,plan_type,partnership_flag,network_type,product_group,source_url,collected_at
모두다 맘껏 7GB+(쿠팡캐시 5000원),PL2635398,7GB+최대1Mbps,7GB,7GB+최대1Mbps,1Mbps,무제한,기본제공,"월 35,200원",35200,"혜택가 월 18,500원",18500,유심,true,LTE,"쿠팡, 매월 쿠팡 캐시 5,000원",https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:40:51.658Z
모두다 맘껏 15GB+(쿠팡캐시 5000원),PL2635400,15GB+최대1Mbps,15GB,15GB+최대1Mbps,1Mbps,무제한,기본제공,"월 48,400원",48400,"혜택가 월 23,700원",23700,유심,true,5G,"쿠팡, 매월 쿠팡 캐시 5,000원",https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:40:51.659Z
모두다 맘껏 10GB+(쿠팡캐시 5000원),PL2635399,10GB+최대1Mbps,10GB,10GB+최대1Mbps,1Mbps,무제한,기본제공,"월 39,600원",39600,"혜택가 월 21,200원",21200,유심,true,LTE,"쿠팡, 매월 쿠팡 캐시 5,000원",https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:40:51.659Z
모두다 맘껏 7GB+(밀리의 서재 FREE),PL235Q981,7GB+최대1Mbps,7GB,7GB+최대1Mbps,1Mbps,무제한,기본제공,"월 35,200원",35200,"혜택가 월 16,300원",16300,유심,true,LTE,"밀리의 서재, 전자책 정기 구독 혜택 제공",https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:40:52.312Z
모두다 맘껏 11GB+(밀리의 서재 FREE),PL233R494,11GB+일2GB+최대3Mbps,11GB+일2GB,11GB+일2GB+최대3Mbps,3Mbps,무제한,기본제공,"월 51,000원",51000,"혜택가 월 33,100원",33100,유심,true,LTE,"밀리의 서재, 전자책 정기 구독 혜택 제공",https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:40:52.312Z
모두다 맘껏 10GB+(밀리의 서재 FREE),PL236M153,10GB+최대1Mbps,10GB,10GB+최대1Mbps,1Mbps,무제한,기본제공,"월 39,600원",39600,"혜택가 월 19,000원",19000,유심,true,LTE,"밀리의 서재, 전자책 정기 구독 혜택 제공",https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:40:52.312Z
모두다 맘껏 15GB+(밀리의 서재 FREE),PL236M150,15GB+최대1Mbps,15GB,15GB+최대1Mbps,1Mbps,무제한,기본제공,"월 48,400원",48400,"혜택가 월 21,500원",21500,유심,true,5G,"밀리의 서재, 전자책 정기 구독 혜택 제공",https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:40:52.312Z
데이터 맘껏 15GB+/100분(밀리의 서재 FREE),PL236N158,15GB+최대3Mbps,15GB,15GB+최대3Mbps,3Mbps,100분,100건,"월 47,300원",47300,"혜택가 월 25,400원",25400,유심,true,5G,"밀리의 서재, 전자책 정기 구독 혜택 제공",https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:40:52.312Z
모두다 맘껏 100GB+(밀리의 서재 FREE),PL235Q972,100GB+최대5Mbps,100GB,100GB+최대5Mbps,5Mbps,무제한,기본제공,"월 66,000원",66000,"혜택가 월 38,300원",38300,유심,true,LTE,"밀리의 서재, 전자책 정기 구독 혜택 제공",https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:40:52.312Z
5G 모두다 맘껏 70GB+(밀리의 서재 FREE),PL238P570,70GB+최대1Mbps,70GB,70GB+최대1Mbps,1Mbps,무제한,기본제공,"월 64,000원",64000,"혜택가 월 39,100원",39100,유심,true,5G,"밀리의 서재, 전자책 정기 구독 혜택 제공",https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:40:52.312Z
5G 모두다 맘껏 90GB+(밀리의 서재 FREE),PL238P564,90GB+최대1Mbps,90GB,90GB+최대1Mbps,1Mbps,무제한,기본제공,"월 66,000원",66000,"혜택가 월 40,300원",40300,유심,true,5G,"밀리의 서재, 전자책 정기 구독 혜택 제공",https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:40:52.312Z
5G 모두다 맘껏 110GB+(밀리의 서재 FREE),PL238P559,110GB+최대5Mbps,110GB,110GB+최대5Mbps,5Mbps,무제한,기본제공,"월 69,000원",69000,"혜택가 월 41,500원",41500,유심,true,5G,"밀리의 서재, 전자책 정기 구독 혜택 제공",https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:40:52.312Z
5G 모두다 맘껏 200GB+(밀리의 서재 FREE),PL238P555,200GB+최대10Mbps,200GB,200GB+최대10Mbps,10Mbps,무제한,기본제공,"월 77,000원",77000,"혜택가 월 47,700원",47700,유심,true,5G,"밀리의 서재, 전자책 정기 구독 혜택 제공",https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:40:52.312Z
더블팩 7GB(밀리+후후),PL259Q386,7GB+최대1Mbps,7GB,7GB+최대1Mbps,1Mbps,무제한,기본제공,"월 35,200원",35200,"혜택가 월 17,000원",17000,유심,true,LTE,"밀리의 서재, 후후까지 더블팩으로 이용",https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:40:52.805Z
더블팩 10GB(밀리+후후),PL259Q388,10GB+최대1Mbps,10GB,10GB+최대1Mbps,1Mbps,무제한,기본제공,"월 39,600원",39600,"혜택가 월 19,700원",19700,유심,true,LTE,"밀리의 서재, 후후까지 더블팩으로 이용",https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:40:52.805Z
더블팩 15GB(밀리+후후),PL259Q389,15GB+최대1Mbps,15GB,15GB+최대1Mbps,1Mbps,무제한,기본제공,"월 48,400원",48400,"혜택가 월 22,200원",22200,유심,true,5G,"밀리의 서재, 후후까지 더블팩으로 이용",https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:40:52.805Z
모두다 맘껏 7GB+(PAY쿠폰 3000P),PL248R694,7GB+최대1Mbps,7GB,7GB+최대1Mbps,1Mbps,무제한,기본제공,"월 35,200원",35200,"혜택가 월 17,600원",17600,유심,true,LTE,"네이버 페이, 매월 3,000P ~ 5,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:40:53.524Z
모두다 맘껏 7GB+(PAY쿠폰 5000P),PL238P571,7GB+최대1Mbps,7GB,7GB+최대1Mbps,1Mbps,무제한,기본제공,"월 35,200원",35200,"혜택가 월 18,500원",18500,유심,true,LTE,"네이버 페이, 매월 3,000P ~ 5,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:40:53.524Z
모두다 맘껏 11GB+(PAY쿠폰 5000P),PL226T130,11GB+일2GB+최대3Mbps,11GB+일2GB,11GB+일2GB+최대3Mbps,3Mbps,무제한,기본제공,"월 51,000원",51000,"혜택가 월 35,600원",35600,유심,true,LTE,"네이버 페이, 매월 3,000P ~ 5,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:40:53.524Z
데이터 맘껏 15GB+/100분(PAY쿠폰 5000P),PL226T147,15GB+최대3Mbps,15GB,15GB+최대3Mbps,3Mbps,100분,100건,"월 56,100원",56100,"혜택가 월 27,800원",27800,유심,true,5G,"네이버 페이, 매월 3,000P ~ 5,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:40:53.524Z
데이터 맘껏 15GB+/300분(PAY쿠폰 5000P),PL226T151,15GB+최대3Mbps,15GB,15GB+최대3Mbps,3Mbps,300분,300건,"월 60,500원",60500,"혜택가 월 29,900원",29900,유심,true,5G,"네이버 페이, 매월 3,000P ~ 5,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:40:53.524Z
모두다 맘껏 100GB+(PAY쿠폰 5000P),PL238P575,100GB+최대5Mbps,100GB,100GB+최대5Mbps,5Mbps,무제한,기본제공,"월 66,000원",66000,"혜택가 월 41,700원",41700,유심,true,LTE,"네이버 페이, 매월 3,000P ~ 5,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:40:53.524Z
모두다 맘껏 15GB+(PAY쿠폰 5000P),PL2543170,15GB+최대1Mbps,15GB,15GB+최대1Mbps,1Mbps,무제한,기본제공,"월 48,400원",48400,"혜택가 월 23,700원",23700,유심,true,5G,"네이버 페이, 매월 3,000P ~ 5,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:40:53.524Z
모두다 맘껏 10GB+(PAY 쿠폰 5000P),PL2543169,10GB+최대1Mbps,10GB,10GB+최대1Mbps,1Mbps,무제한,기본제공,"월 39,600원",39600,"혜택가 월 21,200원",21200,유심,true,LTE,"네이버 페이, 매월 3,000P ~ 5,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:40:53.524Z
5G 모두다 맘껏 70GB+(Pay쿠폰 5000P),PL25C4807,70GB+최대1Mbps,70GB,70GB+최대1Mbps,1Mbps,무제한,기본제공,"월 65,000원",65000,"혜택가 월 40,900원",40900,유심,true,5G,"네이버 페이, 매월 3,000P ~ 5,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:40:53.524Z
5G 모두다 맘껏 90GB+(Pay쿠폰 5000P),PL25C4810,90GB+최대1Mbps,90GB,90GB+최대1Mbps,1Mbps,무제한,기본제공,"월 66,000		원",66000,"혜택가 월 41,900		원",41900,유심,true,5G,"네이버 페이, 매월 3,000P ~ 5,000P",https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:40:53.524Z
모두다 맘껏 10GB+(CU 20%할인),PL247U554,10GB+최대1Mbps,10GB,10GB+최대1Mbps,1Mbps,무제한,기본제공,"월 39,600원",39600,"혜택가 월 19,400원",19400,유심,true,LTE,"CU,  결제할 때마다 20% 할인",https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:40:54.171Z
데이터 맘껏 15GB+/100분(CU 20%할인),PL244N957,15GB+최대3Mbps,15GB,15GB+최대3Mbps,3Mbps,100분,100건,"월 47,300원",47300,"혜택가 월 25,300원",25300,유심,true,5G,"CU,  결제할 때마다 20% 할인",https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:40:54.171Z
데이터 맘껏 15GB+/300분(CU 20%할인),PL245O253,15GB+최대3Mbps,15GB,15GB+최대3Mbps,3Mbps,300분,300건,"월 55,000원",55000,"혜택가 월 27,500원",27500,유심,true,5G,"CU,  결제할 때마다 20% 할인",https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:40:54.171Z
모두다 맘껏 15GB+(CU 20%할인),PL245O249,15GB+최대1Mbps,15GB,15GB+최대1Mbps,1Mbps,무제한,기본제공,"월 48,400원",48400,"혜택가 월 21,900원",21900,유심,true,5G,"CU,  결제할 때마다 20% 할인",https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:40:54.171Z
모두다 맘껏 11GB+(CU 20%할인),PL244N953,11GB+일2GB+최대3Mbps,11GB+일2GB,11GB+일2GB+최대3Mbps,3Mbps,무제한,기본제공,"월 51,000원",51000,"혜택가 월 33,000원",33000,유심,true,LTE,"CU,  결제할 때마다 20% 할인",https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:40:54.171Z
모두다 맘껏 100GB+(CU 20%할인),PL244N950,100GB+최대5Mbps,100GB,100GB+최대5Mbps,5Mbps,무제한,기본제공,"월 66,000원",66000,"혜택가 월 38,200원",38200,유심,true,LTE,"CU,  결제할 때마다 20% 할인",https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:40:54.171Z
모두다 맘껏 7GB+(CU 20%할인),PL2634385,7GB+최대1Mbps,7GB,7GB+최대1Mbps,1Mbps,무제한,기본제공,"월 35,200원",35200,"혜택가 월 16,700원",16700,유심,true,LTE,"CU,  결제할 때마다 20% 할인",https://www.ktmmobile.com/rate/rateList.do,2026-05-21T09:40:54.171Z
